file,line,col,code,severity,message,expected
aview_encrypt_adm.cmd,51,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,56,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,61,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,66,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,88,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,98,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,108,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,118,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,128,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,138,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,148,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,158,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,168,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,178,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,193,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,218,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,243,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,265,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,275,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,291,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,302,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,312,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,322,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,332,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,358,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,381,12,I202,info,Unresolved reference: 'PEACH',False
aview_encrypt_adm.cmd,385,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,403,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,414,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,424,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,434,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,444,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,470,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,495,12,I202,info,Unresolved reference: 'SKYBLUE',False
aview_encrypt_adm.cmd,499,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,517,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,528,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,538,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,548,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,558,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,568,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,578,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,588,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,594,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,616,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,639,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,657,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,677,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,687,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,697,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,707,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,717,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,727,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,737,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,747,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,753,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,768,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,784,12,I202,info,Unresolved reference: 'PEACH',False
aview_encrypt_adm.cmd,791,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,807,12,I202,info,Unresolved reference: 'PEACH',False
aview_encrypt_adm.cmd,814,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,842,12,I202,info,Unresolved reference: 'PEACH',False
aview_encrypt_adm.cmd,852,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,863,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,873,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,883,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,893,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,903,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,913,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,923,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,933,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,943,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,953,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,963,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,973,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,999,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1023,12,I202,info,Unresolved reference: 'SKYBLUE',False
aview_encrypt_adm.cmd,1027,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1033,12,I202,info,Unresolved reference: 'SKYBLUE',False
aview_encrypt_adm.cmd,1040,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1060,12,I202,info,Unresolved reference: 'SKYBLUE',False
aview_encrypt_adm.cmd,1067,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1087,12,I202,info,Unresolved reference: 'SKYBLUE',False
aview_encrypt_adm.cmd,1091,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1101,12,I202,info,Unresolved reference: 'SKYBLUE',False
aview_encrypt_adm.cmd,1105,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1115,12,I202,info,Unresolved reference: 'SKYBLUE',False
aview_encrypt_adm.cmd,1119,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1129,12,I202,info,Unresolved reference: 'SKYBLUE',False
aview_encrypt_adm.cmd,1133,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1143,12,I202,info,Unresolved reference: 'SKYBLUE',False
aview_encrypt_adm.cmd,1147,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1157,12,I202,info,Unresolved reference: 'SKYBLUE',False
aview_encrypt_adm.cmd,1161,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1171,12,I202,info,Unresolved reference: 'SKYBLUE',False
aview_encrypt_adm.cmd,1181,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1192,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1202,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1212,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1222,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1232,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1242,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1261,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1283,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1305,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1335,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1346,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1356,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1366,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1376,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1386,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1396,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1415,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1437,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1459,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1486,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1496,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1506,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1516,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1526,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1537,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1548,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1562,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1584,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1600,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1612,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1635,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
aview_encrypt_adm.cmd,1647,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt01202.cmd,46,30,I202,info,Unresolved reference: '.scratch_model.scratch.res1.x',False
avt01202.cmd,50,30,I202,info,"Unresolved reference: '.scratch_model.scratch.res1.y,.scratch_model.scratch.res1.x'",False
avt01202.cmd,55,30,I202,info,"Unresolved reference: '.scratch_model.scratch.res1.y,.scratch_model.scratch.res1.x'",False
avt01202.cmd,60,30,I202,info,Unresolved reference: '.scratch_model.scratch.res1.y',False
avt01202.cmd,65,30,I202,info,"Unresolved reference: '.scratch_model.scratch.res1.y,.scratch_model.scratch.res1.x'",False
avt01501.cmd,87,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt01501.cmd,93,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt01501.cmd,113,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt01501.cmd,124,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt01501.cmd,130,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt01501.cmd,141,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt01501.cmd,147,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt01501.cmd,174,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt01501.cmd,224,20,I202,info,Unresolved reference: '.model_1.SPRING_1.i_marker',False
avt01501.cmd,228,20,I202,info,Unresolved reference: '.model_1.SPRING_1.j_marker',False
avt01501.cmd,232,20,I202,info,Unresolved reference: '.model_1.SPRING_1.stiffness_mode',False
avt01501.cmd,236,20,I202,info,Unresolved reference: '.model_1.SPRING_1.stiffness_coefficient',False
avt01501.cmd,240,20,I202,info,Unresolved reference: '.model_1.SPRING_1.stiffness_spline',False
avt01501.cmd,244,20,I202,info,Unresolved reference: '.model_1.SPRING_1.damping_mode',False
avt01501.cmd,248,20,I202,info,Unresolved reference: '.model_1.SPRING_1.damping_coefficient',False
avt01501.cmd,252,20,I202,info,Unresolved reference: '.model_1.SPRING_1.damping_spline',False
avt01501.cmd,256,20,I202,info,Unresolved reference: '.model_1.SPRING_1.free_length_mode',False
avt01501.cmd,260,20,I202,info,Unresolved reference: '.model_1.SPRING_1.free_length',False
avt01501.cmd,264,20,I202,info,Unresolved reference: '.model_1.SPRING_1.preload',False
avt01501.cmd,268,20,I202,info,Unresolved reference: '.model_1.SPRING_1.i_dynamic_visibility',False
avt01501.cmd,272,20,I202,info,Unresolved reference: '.model_1.SPRING_1.j_dynamic_visibility',False
avt01501.cmd,276,20,I202,info,Unresolved reference: '.model_1.SPRING_1.spring_visibility',False
avt01501.cmd,280,20,I202,info,Unresolved reference: '.model_1.SPRING_1.damper_visibility',False
avt03101.cmd,40,53,I202,info,Unresolved reference: '.model_1',False
avt03101.cmd,91,43,I202,info,Unresolved reference: 'SPRING_1',False
avt04102.cmd,32,31,I202,info,Unresolved reference: 't1',False
avt04102.cmd,32,34,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04105.cmd,39,53,I202,info,Unresolved reference: '.model_1',False
avt04105.cmd,40,68,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04105.cmd,44,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04105.cmd,48,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04105.cmd,66,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04105.cmd,70,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04105.cmd,75,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04105.cmd,88,12,I202,info,Unresolved reference: 'PART_2',False
avt04105.cmd,142,29,I202,info,Unresolved reference: '.model_1.Run_001',False
avt04107.cmd,33,53,I202,info,Unresolved reference: '.model_1',False
avt04107.cmd,34,68,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04107.cmd,38,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04107.cmd,42,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04107.cmd,60,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04107.cmd,64,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04107.cmd,69,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04107.cmd,88,13,I202,info,Unresolved reference: '.MDI.FLT_1.filter_defined_by',False
avt04107.cmd,89,13,I202,info,Unresolved reference: '.MDI.FLT_1.butterworth_cutoff',False
avt04107.cmd,90,13,I202,info,Unresolved reference: '.MDI.FLT_1.butterworth_order',False
avt04107.cmd,91,13,I202,info,Unresolved reference: '.MDI.FLT_1.butterworth_type',False
avt04107.cmd,92,13,I202,info,Unresolved reference: '.MDI.FLT_1.continuous_flg',False
avt04107.cmd,93,13,I202,info,Unresolved reference: '.MDI.FLT_1.denominator_coef',False
avt04107.cmd,94,13,I202,info,Unresolved reference: '.MDI.FLT_1.numerator_coef',False
avt04107.cmd,95,13,I202,info,Unresolved reference: '.MDI.FLT_1.sampling_rate',False
avt04107.cmd,98,13,I202,info,Unresolved reference: '.MDI.FLT_2.filter_defined_by',False
avt04107.cmd,99,13,I202,info,Unresolved reference: '.MDI.FLT_2.butterworth_cutoff',False
avt04107.cmd,100,13,I202,info,Unresolved reference: '.MDI.FLT_2.butterworth_order',False
avt04107.cmd,101,13,I202,info,Unresolved reference: '.MDI.FLT_2.butterworth_type',False
avt04107.cmd,102,13,I202,info,Unresolved reference: '.MDI.FLT_2.continuous_flg',False
avt04107.cmd,103,13,I202,info,Unresolved reference: '.MDI.FLT_2.denominator_coef',False
avt04107.cmd,104,13,I202,info,Unresolved reference: '.MDI.FLT_2.numerator_coef',False
avt04107.cmd,105,13,I202,info,Unresolved reference: '.MDI.FLT_2.sampling_rate',False
avt04109.cmd,37,4,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04109.cmd,42,20,I202,info,Unresolved reference: 'Flexible_Body',False
avt04109.cmd,45,20,I202,info,Unresolved reference: '.colors.MAIZE',False
avt04109.cmd,51,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04109.cmd,55,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04109.cmd,60,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04109.cmd,72,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04109.cmd,76,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04109.cmd,81,7,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04109.cmd,106,23,I202,info,Unresolved reference: '.model_1.SIM_SCRIPT_1',False
avt04110.cmd,103,8,I202,info,Unresolved reference: '.colors.MAIZE',False
avt04110.cmd,112,8,I202,info,Unresolved reference: '.colors.BLUE',False
avt04110.cmd,116,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04110.cmd,142,8,I202,info,Unresolved reference: '.colors.MAIZE',False
avt04110.cmd,151,8,I202,info,Unresolved reference: '.colors.BLUE',False
avt04110.cmd,155,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04110.cmd,169,8,I202,info,Unresolved reference: '.colors.MAIZE',False
avt04110.cmd,179,8,I202,info,Unresolved reference: '.colors.BLUE',False
avt04110.cmd,202,9,I202,info,Unresolved reference: '.colors.YELLOW',False
avt04110.cmd,224,9,I202,info,Unresolved reference: '.colors.BLUE_GRAY',False
avt04110.cmd,246,9,I202,info,Unresolved reference: '.colors.MAGENTA',False
avt04110.cmd,260,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04110.cmd,278,5,I006,info,Manual adams_id assignment — consider letting Adams auto-assign,False
avt04110.cmd,291,29,I202,info,Unresolved reference: '.model_1.SPRING_1.i_marker',False
avt04110.cmd,292,29,I202,info,Unresolved reference: '.model_1.SPRING_1.j_marker',False
avt04110.cmd,293,29,I202,info,Unresolved reference: '.model_1.SPRING_1.stiffness_mode',False
avt04110.cmd,294,29,I202,info,Unresolved reference: '.model_1.SPRING_1.stiffness_coefficient',False
avt04110.cmd,295,29,I202,info,Unresolved reference: '.model_1.SPRING_1.stiffness_spline',False
avt04110.cmd,296,29,I202,info,Unresolved reference: '.model_1.SPRING_1.damping_mode',False
avt04110.cmd,297,29,I202,info,Unresolved reference: '.model_1.SPRING_1.damping_coefficient',False
avt04110.cmd,298,29,I202,info,Unresolved reference: '.model_1.SPRING_1.damping_spline',False
avt04110.cmd,299,29,I202,info,Unresolved reference: '.model_1.SPRING_1.free_length_mode',False
avt04110.cmd,300,29,I202,info,Unresolved reference: '.model_1.SPRING_1.i_dynamic_visibility',False
avt04110.cmd,301,29,I202,info,Unresolved reference: '.model_1.SPRING_1.j_dynamic_visibility',False
avt04110.cmd,304,58,I202,info,Unresolved reference: '.colors.YELLOW',False
avt04110.cmd,307,23,I202,info,Unresolved reference: 'Single_Component_Force',False
avt04110.cmd,319,29,I202,info,Unresolved reference: '.model_1.SPRING_2.i_marker',False
avt04110.cmd,320,29,I202,info,Unresolved reference: '.model_1.SPRING_2.j_marker',False
avt04110.cmd,321,29,I202,info,Unresolved reference: '.model_1.SPRING_2.stiffness_mode',False
avt04110.cmd,322,29,I202,info,Unresolved reference: '.model_1.SPRING_2.stiffness_coefficient',False
avt04110.cmd,323,29,I202,info,Unresolved reference: '.model_1.SPRING_2.stiffness_spline',False
avt04110.cmd,324,29,I202,info,Unresolved reference: '.model_1.SPRING_2.damping_mode',False
avt04110.cmd,325,29,I202,info,Unresolved reference: '.model_1.SPRING_2.damping_coefficient',False
avt04110.cmd,326,29,I202,info,Unresolved reference: '.model_1.SPRING_2.damping_spline',False
avt04110.cmd,327,29,I202,info,Unresolved reference: '.model_1.SPRING_2.free_length_mode',False
avt04110.cmd,328,29,I202,info,Unresolved reference: '.model_1.SPRING_2.i_dynamic_visibility',False
avt04110.cmd,329,29,I202,info,Unresolved reference: '.model_1.SPRING_2.j_dynamic_visibility',False
avt04110.cmd,332,58,I202,info,Unresolved reference: '.colors.BLUE_GRAY',False
avt04110.cmd,335,23,I202,info,Unresolved reference: 'Single_Component_Force',False
avt04110.cmd,347,29,I202,info,Unresolved reference: '.model_1.SPRING_3.i_marker',False
avt04110.cmd,348,29,I202,info,Unresolved reference: '.model_1.SPRING_3.j_marker',False
avt04110.cmd,349,29,I202,info,Unresolved reference: '.model_1.SPRING_3.stiffness_mode',False
avt04110.cmd,350,29,I202,info,Unresolved reference: '.model_1.SPRING_3.stiffness_coefficient',False
